ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,DATE,SentimentScore,SentimentCategory
1,795,630,2025-10-16,3,Customer support was very helpful.,2025-10-16,0.6997,Positive
2,439,769,2024-07-18,4,Shipping was fast and the item was well-packaged.,2024-07-18,0.0,Positive
3,181,697,2024-05-05,1,I had a bad experience with this product.,2024-05-05,-0.5423,Highly Negative
4,987,338,2023-01-06,1,Not worth the money.,2023-01-06,-0.1695,Highly Negative
5,972,25,2024-10-04,3,Not worth the money.,2024-10-04,-0.1695,Negative
6,684,670,2025-04-08,4,Five stars for the quick delivery.,2025-04-08,0.0,Positive
7,232,652,2025-02-17,4,"Good quality, but could be cheaper.",2025-02-17,0.2382,Positive
8,730,812,2023-11-06,2,"Excellent product, highly recommend!",2023-11-06,0.7773,Mixed
9,281,292,2023-03-15,1,The quality is top-notch.,2023-03-15,0.0,Negative
10,61,64,2024-05-11,1,Customer support was very helpful.,2024-05-11,0.6997,Mixed
11,997,294,2023-10-01,3,Product did not meet my expectations.,2023-10-01,0.0,Neutral
12,869,228,2023-07-23,3,Five stars for the quick delivery.,2023-07-23,0.0,Neutral
13,747,430,2023-10-26,2,Product did not meet my expectations.,2023-10-26,0.0,Negative
14,476,771,2023-10-24,4,"Average experience, nothing special.",2023-10-24,-0.3089,Mixed
15,540,413,2025-03-15,1,Five stars for the quick delivery.,2025-03-15,0.0,Negative
16,119,991,2023-10-09,4,"I love this product, will buy again!",2023-10-09,0.6696,Highly Positive
17,121,527,2023-10-21,2,Five stars for the quick delivery.,2023-10-21,0.0,Negative
18,981,315,2023-04-13,5,"I love this product, will buy again!",2023-04-13,0.6696,Highly Positive
19,442,575,2025-05-08,5,The quality is top-notch.,2025-05-08,0.0,Positive
20,853,658,2024-08-15,4,Not worth the money.,2024-08-15,-0.1695,Mixed
21,341,555,2024-08-07,1,The quality is top-notch.,2024-08-07,0.0,Negative
22,629,128,2023-09-28,2,"Good quality, but could be cheaper.",2023-09-28,0.2382,Negative
23,376,897,2024-04-25,4,The quality is top-notch.,2024-04-25,0.0,Positive
24,602,54,2023-05-26,1,Amazing value for the price.,2023-05-26,0.7351,Mixed
25,531,313,2024-09-25,2,"I love this product, will buy again!",2024-09-25,0.6696,Mixed
26,294,704,2024-04-22,1,"Good quality, but could be cheaper.",2024-04-22,0.2382,Negative
27,147,316,2025-11-07,2,"Excellent product, highly recommend!",2025-11-07,0.7773,Mixed
28,246,558,2023-12-08,1,Not worth the money.,2023-12-08,-0.1695,Highly Negative
29,708,231,2023-09-03,2,Amazing value for the price.,2023-09-03,0.7351,Mixed
30,591,573,2023-08-17,3,I had a bad experience with this product.,2023-08-17,-0.5423,Negative
31,121,273,2023-04-26,2,Five stars for the quick delivery.,2023-04-26,0.0,Negative
32,919,680,2024-01-07,3,Five stars for the quick delivery.,2024-01-07,0.0,Neutral
33,716,692,2025-09-30,3,Product did not meet my expectations.,2025-09-30,0.0,Neutral
34,298,178,2023-06-20,1,Amazing value for the price.,2023-06-20,0.7351,Mixed
35,134,564,2025-09-14,1,Product did not meet my expectations.,2025-09-14,0.0,Negative
36,763,614,2023-03-01,5,I had a bad experience with this product.,2023-03-01,-0.5423,Mixed
37,517,972,2024-02-23,5,"Average experience, nothing special.",2024-02-23,-0.3089,Mixed
38,321,60,2023-08-29,1,Product did not meet my expectations.,2023-08-29,0.0,Negative
39,115,676,2023-05-07,1,Customer support was very helpful.,2023-05-07,0.6997,Mixed
40,934,791,2023-12-07,4,Product did not meet my expectations.,2023-12-07,0.0,Positive
41,834,297,2025-08-30,1,The quality is top-notch.,2025-08-30,0.0,Negative
42,559,557,2024-03-09,2,"Great purchase, very satisfied.",2024-03-09,0.8016,Mixed
43,861,14,2024-11-10,3,"Great purchase, very satisfied.",2024-11-10,0.8016,Positive
44,566,982,2023-06-03,4,I had a bad experience with this product.,2023-06-03,-0.5423,Mixed
45,968,276,2025-06-12,5,Shipping was fast and the item was well-packaged.,2025-06-12,0.0,Positive
46,877,964,2023-10-27,4,Shipping was fast and the item was well-packaged.,2023-10-27,0.0,Positive
47,698,35,2024-02-20,2,Not worth the money.,2024-02-20,-0.1695,Highly Negative
48,279,767,2023-04-12,4,I had a bad experience with this product.,2023-04-12,-0.5423,Mixed
49,814,976,2025-11-27,2,I had a bad experience with this product.,2025-11-27,-0.5423,Highly Negative
50,287,330,2025-11-11,5,"Average experience, nothing special.",2025-11-11,-0.3089,Mixed
51,756,765,2023-03-10,5,"I love this product, will buy again!",2023-03-10,0.6696,Highly Positive
52,993,102,2023-11-24,3,Customer support was very helpful.,2023-11-24,0.6997,Positive
53,371,902,2024-03-30,2,"Average experience, nothing special.",2024-03-30,-0.3089,Highly Negative
54,921,571,2023-03-25,1,"Excellent product, highly recommend!",2023-03-25,0.7773,Mixed
55,712,143,2024-02-20,1,The quality is top-notch.,2024-02-20,0.0,Negative
56,475,770,2025-06-25,4,"I love this product, will buy again!",2025-06-25,0.6696,Highly Positive
57,357,287,2024-04-15,1,Shipping was fast and the item was well-packaged.,2024-04-15,0.0,Negative
58,562,157,2025-03-28,5,Five stars for the quick delivery.,2025-03-28,0.0,Positive
59,493,453,2024-11-18,1,Amazing value for the price.,2024-11-18,0.7351,Mixed
60,826,120,2025-11-07,3,Product did not meet my expectations.,2025-11-07,0.0,Neutral
61,6,655,2024-06-27,3,"Great purchase, very satisfied.",2024-06-27,0.8016,Positive
62,546,752,2025-11-24,4,Shipping was fast and the item was well-packaged.,2025-11-24,0.0,Positive
63,267,78,2023-02-19,2,"Great purchase, very satisfied.",2023-02-19,0.8016,Mixed
64,849,67,2025-04-18,1,Not worth the money.,2025-04-18,-0.1695,Highly Negative
65,403,286,2024-04-10,2,I had a bad experience with this product.,2024-04-10,-0.5423,Highly Negative
66,486,212,2024-05-09,5,Not worth the money.,2024-05-09,-0.1695,Mixed
67,42,812,2023-02-26,4,Shipping was fast and the item was well-packaged.,2023-02-26,0.0,Positive
68,395,137,2024-12-22,3,Product did not meet my expectations.,2024-12-22,0.0,Neutral
69,597,337,2024-09-29,4,Five stars for the quick delivery.,2024-09-29,0.0,Positive
70,865,500,2024-08-29,3,"Great purchase, very satisfied.",2024-08-29,0.8016,Positive
71,462,175,2023-03-15,4,Customer support was very helpful.,2023-03-15,0.6997,Highly Positive
72,940,243,2023-06-21,4,I had a bad experience with this product.,2023-06-21,-0.5423,Mixed
73,91,517,2024-06-16,4,I had a bad experience with this product.,2024-06-16,-0.5423,Mixed
74,227,67,2024-11-12,1,"I love this product, will buy again!",2024-11-12,0.6696,Mixed
75,428,614,2024-08-06,4,The quality is top-notch.,2024-08-06,0.0,Positive
76,547,724,2025-02-22,2,Customer support was very helpful.,2025-02-22,0.6997,Mixed
77,94,626,2024-11-28,4,"Average experience, nothing special.",2024-11-28,-0.3089,Mixed
78,593,443,2025-01-29,2,Amazing value for the price.,2025-01-29,0.7351,Mixed
79,405,3,2023-07-11,3,I had a bad experience with this product.,2023-07-11,-0.5423,Negative
80,285,438,2024-04-27,2,Five stars for the quick delivery.,2024-04-27,0.0,Negative
81,96,89,2023-01-03,4,"Average experience, nothing special.",2023-01-03,-0.3089,Mixed
82,158,881,2023-09-21,3,Product did not meet my expectations.,2023-09-21,0.0,Neutral
83,544,322,2025-01-18,4,Product did not meet my expectations.,2025-01-18,0.0,Positive
84,908,491,2025-03-27,1,Amazing value for the price.,2025-03-27,0.7351,Mixed
85,142,4,2025-02-22,4,"I love this product, will buy again!",2025-02-22,0.6696,Highly Positive
86,882,659,2024-10-08,3,The quality is top-notch.,2024-10-08,0.0,Neutral
87,371,279,2023-10-14,2,"Excellent product, highly recommend!",2023-10-14,0.7773,Mixed
88,883,99,2023-05-15,2,"Great purchase, very satisfied.",2023-05-15,0.8016,Mixed
89,51,394,2025-11-06,1,Product did not meet my expectations.,2025-11-06,0.0,Negative
90,766,666,2024-11-30,5,Shipping was fast and the item was well-packaged.,2024-11-30,0.0,Positive
91,531,546,2024-11-04,2,Not worth the money.,2024-11-04,-0.1695,Highly Negative
92,26,392,2024-07-30,4,"I love this product, will buy again!",2024-07-30,0.6696,Highly Positive
93,168,692,2024-12-24,3,I had a bad experience with this product.,2024-12-24,-0.5423,Negative
94,856,46,2025-09-06,5,Amazing value for the price.,2025-09-06,0.7351,Highly Positive
95,891,199,2025-05-09,1,Customer support was very helpful.,2025-05-09,0.6997,Mixed
96,339,570,2023-11-26,3,I had a bad experience with this product.,2023-11-26,-0.5423,Negative
97,287,597,2025-12-10,4,"I love this product, will buy again!",2025-12-10,0.6696,Highly Positive
98,179,223,2025-08-06,4,Not worth the money.,2025-08-06,-0.1695,Mixed
99,103,262,2024-01-14,5,"Good quality, but could be cheaper.",2024-01-14,0.2382,Positive
100,182,352,2023-11-06,5,"Good quality, but could be cheaper.",2023-11-06,0.2382,Positive
101,714,460,2024-05-30,1,Shipping was fast and the item was well-packaged.,2024-05-30,0.0,Negative
102,466,743,2025-09-15,1,"Great purchase, very satisfied.",2025-09-15,0.8016,Mixed
103,200,841,2024-08-09,4,"Good quality, but could be cheaper.",2024-08-09,0.2382,Positive
104,39,43,2025-06-05,4,"Good quality, but could be cheaper.",2025-06-05,0.2382,Positive
105,926,528,2023-01-27,5,Amazing value for the price.,2023-01-27,0.7351,Highly Positive
106,778,596,2024-10-05,1,Five stars for the quick delivery.,2024-10-05,0.0,Negative
107,870,86,2025-05-26,1,"Excellent product, highly recommend!",2025-05-26,0.7773,Mixed
108,185,953,2023-12-29,3,Product did not meet my expectations.,2023-12-29,0.0,Neutral
109,537,911,2025-11-19,1,Five stars for the quick delivery.,2025-11-19,0.0,Negative
110,195,831,2024-03-25,5,"Excellent product, highly recommend!",2024-03-25,0.7773,Highly Positive
111,636,401,2025-11-14,3,"I love this product, will buy again!",2025-11-14,0.6696,Positive
112,271,616,2025-09-18,3,The quality is top-notch.,2025-09-18,0.0,Neutral
113,60,818,2023-01-24,4,"Great purchase, very satisfied.",2023-01-24,0.8016,Highly Positive
114,172,651,2023-04-22,4,"I love this product, will buy again!",2023-04-22,0.6696,Highly Positive
115,346,427,2025-03-19,2,Not worth the money.,2025-03-19,-0.1695,Highly Negative
116,857,170,2024-04-28,1,Amazing value for the price.,2024-04-28,0.7351,Mixed
117,206,221,2023-05-30,1,Product did not meet my expectations.,2023-05-30,0.0,Negative
118,164,37,2025-04-12,3,Product did not meet my expectations.,2025-04-12,0.0,Neutral
119,216,863,2023-03-30,4,Five stars for the quick delivery.,2023-03-30,0.0,Positive
120,251,886,2024-12-05,1,"Good quality, but could be cheaper.",2024-12-05,0.2382,Negative
121,904,425,2023-01-28,1,"Excellent product, highly recommend!",2023-01-28,0.7773,Mixed
122,213,818,2024-01-31,3,"Average experience, nothing special.",2024-01-31,-0.3089,Negative
123,166,267,2025-05-26,1,"Great purchase, very satisfied.",2025-05-26,0.8016,Mixed
124,883,808,2023-01-28,4,The quality is top-notch.,2023-01-28,0.0,Positive
125,924,210,2023-04-27,5,"Average experience, nothing special.",2023-04-27,-0.3089,Mixed
126,399,350,2023-07-27,1,"Average experience, nothing special.",2023-07-27,-0.3089,Highly Negative
127,5,646,2024-04-18,4,Five stars for the quick delivery.,2024-04-18,0.0,Positive
128,445,785,2025-10-29,2,"Great purchase, very satisfied.",2025-10-29,0.8016,Mixed
129,632,780,2023-12-15,2,Customer support was very helpful.,2023-12-15,0.6997,Mixed
130,814,57,2024-09-25,4,Not worth the money.,2024-09-25,-0.1695,Mixed
131,269,417,2025-05-01,2,Five stars for the quick delivery.,2025-05-01,0.0,Negative
132,708,219,2023-01-12,5,Shipping was fast and the item was well-packaged.,2023-01-12,0.0,Positive
133,379,206,2024-04-05,3,"Great purchase, very satisfied.",2024-04-05,0.8016,Positive
134,9,354,2025-11-08,1,"Great purchase, very satisfied.",2025-11-08,0.8016,Mixed
135,926,744,2024-01-16,3,The quality is top-notch.,2024-01-16,0.0,Neutral
136,214,394,2024-09-05,4,"I love this product, will buy again!",2024-09-05,0.6696,Highly Positive
137,486,154,2025-11-10,4,I had a bad experience with this product.,2025-11-10,-0.5423,Mixed
138,618,933,2025-03-02,2,Amazing value for the price.,2025-03-02,0.7351,Mixed
139,178,360,2023-03-05,3,Not worth the money.,2023-03-05,-0.1695,Negative
140,978,237,2024-02-05,1,Not worth the money.,2024-02-05,-0.1695,Highly Negative
141,669,832,2024-07-13,3,Customer support was very helpful.,2024-07-13,0.6997,Positive
142,196,444,2025-01-11,2,"Excellent product, highly recommend!",2025-01-11,0.7773,Mixed
143,910,300,2024-07-12,1,Shipping was fast and the item was well-packaged.,2024-07-12,0.0,Negative
144,361,172,2023-10-15,5,"Average experience, nothing special.",2023-10-15,-0.3089,Mixed
145,268,112,2025-12-20,3,Amazing value for the price.,2025-12-20,0.7351,Positive
146,278,292,2023-06-21,1,"Good quality, but could be cheaper.",2023-06-21,0.2382,Negative
147,55,379,2024-01-22,3,Customer support was very helpful.,2024-01-22,0.6997,Positive
148,733,597,2023-10-25,2,"Good quality, but could be cheaper.",2023-10-25,0.2382,Negative
149,681,268,2023-03-10,4,"Excellent product, highly recommend!",2023-03-10,0.7773,Highly Positive
150,397,990,2023-11-24,4,Five stars for the quick delivery.,2023-11-24,0.0,Positive
151,395,862,2025-12-08,1,Customer support was very helpful.,2025-12-08,0.6997,Mixed
152,129,53,2024-11-14,2,Amazing value for the price.,2024-11-14,0.7351,Mixed
153,969,418,2025-02-16,2,"Excellent product, highly recommend!",2025-02-16,0.7773,Mixed
154,271,143,2025-07-31,3,The quality is top-notch.,2025-07-31,0.0,Neutral
155,177,61,2024-12-25,2,Amazing value for the price.,2024-12-25,0.7351,Mixed
156,586,736,2025-03-01,2,Not worth the money.,2025-03-01,-0.1695,Highly Negative
157,322,436,2024-12-07,5,The quality is top-notch.,2024-12-07,0.0,Positive
158,195,123,2025-08-19,4,Amazing value for the price.,2025-08-19,0.7351,Highly Positive
159,247,933,2023-05-25,1,"Average experience, nothing special.",2023-05-25,-0.3089,Highly Negative
160,420,762,2025-08-19,2,I had a bad experience with this product.,2025-08-19,-0.5423,Highly Negative
161,203,78,2023-11-23,4,Five stars for the quick delivery.,2023-11-23,0.0,Positive
162,63,172,2023-06-26,1,"Great purchase, very satisfied.",2023-06-26,0.8016,Mixed
163,784,201,2023-04-15,1,"Good quality, but could be cheaper.",2023-04-15,0.2382,Negative
164,760,296,2025-07-25,5,"Good quality, but could be cheaper.",2025-07-25,0.2382,Positive
165,824,597,2024-03-23,5,Amazing value for the price.,2024-03-23,0.7351,Highly Positive
166,309,767,2023-12-25,3,I had a bad experience with this product.,2023-12-25,-0.5423,Negative
167,868,349,2024-09-11,5,"Average experience, nothing special.",2024-09-11,-0.3089,Mixed
168,950,775,2023-08-22,4,"Good quality, but could be cheaper.",2023-08-22,0.2382,Positive
169,327,956,2025-08-26,1,Five stars for the quick delivery.,2025-08-26,0.0,Negative
170,658,21,2024-05-13,5,Not worth the money.,2024-05-13,-0.1695,Mixed
171,469,527,2023-02-23,3,Product did not meet my expectations.,2023-02-23,0.0,Neutral
172,489,679,2024-02-19,5,"Average experience, nothing special.",2024-02-19,-0.3089,Mixed
173,112,286,2023-07-13,2,"Excellent product, highly recommend!",2023-07-13,0.7773,Mixed
174,858,253,2024-09-14,1,"I love this product, will buy again!",2024-09-14,0.6696,Mixed
175,96,991,2024-07-03,1,Customer support was very helpful.,2024-07-03,0.6997,Mixed
176,96,847,2025-04-03,2,"Good quality, but could be cheaper.",2025-04-03,0.2382,Negative
177,347,729,2025-10-14,1,"Great purchase, very satisfied.",2025-10-14,0.8016,Mixed
178,792,33,2024-03-01,3,Shipping was fast and the item was well-packaged.,2024-03-01,0.0,Neutral
179,808,877,2023-11-23,2,"Great purchase, very satisfied.",2023-11-23,0.8016,Mixed
180,967,51,2024-05-22,2,Amazing value for the price.,2024-05-22,0.7351,Mixed
181,219,606,2023-03-20,5,Five stars for the quick delivery.,2023-03-20,0.0,Positive
182,554,313,2025-07-14,3,"Average experience, nothing special.",2025-07-14,-0.3089,Negative
183,423,611,2023-07-01,3,The quality is top-notch.,2023-07-01,0.0,Neutral
184,391,963,2024-09-07,1,Not worth the money.,2024-09-07,-0.1695,Highly Negative
185,936,295,2023-10-03,2,Product did not meet my expectations.,2023-10-03,0.0,Negative
186,64,749,2025-02-06,5,"I love this product, will buy again!",2025-02-06,0.6696,Highly Positive
187,986,109,2023-02-10,1,"Good quality, but could be cheaper.",2023-02-10,0.2382,Negative
188,805,617,2024-07-01,4,Shipping was fast and the item was well-packaged.,2024-07-01,0.0,Positive
189,422,250,2024-02-07,4,Product did not meet my expectations.,2024-02-07,0.0,Positive
190,15,980,2025-08-01,4,Customer support was very helpful.,2025-08-01,0.6997,Highly Positive
191,762,12,2025-05-03,3,Not worth the money.,2025-05-03,-0.1695,Negative
192,696,202,2025-02-10,5,Shipping was fast and the item was well-packaged.,2025-02-10,0.0,Positive
193,927,273,2023-08-22,4,Not worth the money.,2023-08-22,-0.1695,Mixed
194,83,382,2024-05-24,4,Shipping was fast and the item was well-packaged.,2024-05-24,0.0,Positive
195,886,472,2024-03-03,4,Five stars for the quick delivery.,2024-03-03,0.0,Positive
196,498,935,2025-07-06,5,Shipping was fast and the item was well-packaged.,2025-07-06,0.0,Positive
197,59,276,2024-12-16,4,Amazing value for the price.,2024-12-16,0.7351,Highly Positive
198,823,328,2025-05-09,2,Customer support was very helpful.,2025-05-09,0.6997,Mixed
199,519,176,2025-03-25,5,Shipping was fast and the item was well-packaged.,2025-03-25,0.0,Positive
200,240,396,2023-06-25,1,Five stars for the quick delivery.,2023-06-25,0.0,Negative
201,367,867,2023-02-14,3,"I love this product, will buy again!",2023-02-14,0.6696,Positive
202,466,933,2023-06-16,2,Product did not meet my expectations.,2023-06-16,0.0,Negative
203,577,660,2023-05-25,3,Customer support was very helpful.,2023-05-25,0.6997,Positive
204,609,173,2024-04-26,4,"Good quality, but could be cheaper.",2024-04-26,0.2382,Positive
205,355,999,2024-11-05,5,Customer support was very helpful.,2024-11-05,0.6997,Highly Positive
206,575,430,2023-12-20,2,The quality is top-notch.,2023-12-20,0.0,Negative
207,866,600,2024-03-13,1,"I love this product, will buy again!",2024-03-13,0.6696,Mixed
208,276,446,2025-03-08,3,Five stars for the quick delivery.,2025-03-08,0.0,Neutral
209,236,508,2023-12-11,2,The quality is top-notch.,2023-12-11,0.0,Negative
210,369,769,2023-06-16,5,"Good quality, but could be cheaper.",2023-06-16,0.2382,Positive
211,642,72,2023-12-05,1,Amazing value for the price.,2023-12-05,0.7351,Mixed
212,379,84,2025-09-12,2,Five stars for the quick delivery.,2025-09-12,0.0,Negative
213,646,685,2024-04-17,4,The quality is top-notch.,2024-04-17,0.0,Positive
214,520,46,2025-04-10,4,Shipping was fast and the item was well-packaged.,2025-04-10,0.0,Positive
215,275,997,2023-03-15,4,Shipping was fast and the item was well-packaged.,2023-03-15,0.0,Positive
216,164,976,2023-03-09,3,I had a bad experience with this product.,2023-03-09,-0.5423,Negative
217,222,373,2025-10-13,1,Amazing value for the price.,2025-10-13,0.7351,Mixed
218,692,597,2023-09-28,4,"Good quality, but could be cheaper.",2023-09-28,0.2382,Positive
219,376,511,2025-11-23,2,The quality is top-notch.,2025-11-23,0.0,Negative
220,985,862,2024-05-09,5,"I love this product, will buy again!",2024-05-09,0.6696,Highly Positive
221,89,500,2025-01-05,3,"Great purchase, very satisfied.",2025-01-05,0.8016,Positive
222,807,667,2024-01-14,4,"Excellent product, highly recommend!",2024-01-14,0.7773,Highly Positive
223,392,253,2025-08-20,3,Not worth the money.,2025-08-20,-0.1695,Negative
224,799,609,2023-04-04,3,Customer support was very helpful.,2023-04-04,0.6997,Positive
225,754,677,2025-05-30,5,Not worth the money.,2025-05-30,-0.1695,Mixed
226,482,512,2024-01-31,3,The quality is top-notch.,2024-01-31,0.0,Neutral
227,679,652,2023-11-03,4,The quality is top-notch.,2023-11-03,0.0,Positive
228,708,282,2023-10-17,4,"I love this product, will buy again!",2023-10-17,0.6696,Highly Positive
229,196,71,2023-11-21,3,The quality is top-notch.,2023-11-21,0.0,Neutral
230,854,660,2023-03-10,1,Five stars for the quick delivery.,2023-03-10,0.0,Negative
231,370,227,2023-03-22,2,Shipping was fast and the item was well-packaged.,2023-03-22,0.0,Negative
232,299,323,2024-08-03,3,I had a bad experience with this product.,2024-08-03,-0.5423,Negative
233,462,543,2025-09-24,2,Five stars for the quick delivery.,2025-09-24,0.0,Negative
234,806,412,2023-10-02,2,Not worth the money.,2023-10-02,-0.1695,Highly Negative
235,868,287,2024-08-26,4,Product did not meet my expectations.,2024-08-26,0.0,Positive
236,157,644,2024-01-13,3,"I love this product, will buy again!",2024-01-13,0.6696,Positive
